País,Producto,Elemento,Año,Valor,Z_score
Unión Europea (27),Energía,Emisiones (CO2eq) (AR5),1995,1816560.4,6.695964
Unión Europea (27),Energía,Emisiones (CO2eq) (AR5),1998,1815595.6,6.6923547
Mundo,Fermentación entérica,Emisiones (CO2eq) (AR5),1992,1815508.4,6.692028
Mundo,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),1992,1815508.4,6.692028
Mundo,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2002,1815164.5,6.6907415
Mundo,Fermentación entérica,Emisiones (CO2eq) (AR5),2002,1815164.5,6.6907415
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2011,1815021.5,6.6902065
Mundo,Fermentación entérica,Emisiones (CO2eq) (AR5),1993,1813849.2,6.685821
Mundo,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),1993,1813849.2,6.685821
Unión Europea (27),Energía,Emisiones (CO2eq) (AR5),2001,1812534.6,6.680903
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),1987,1811935.0,6.6786594
Europa occidental,Energía,Emisiones (CO2),1975,1810854.1,6.674616
"China, Continental",Suelos agrícolas,Emisiones (CO2eq) (AR5),2012,1810493.8,6.6732674
Mundo,Desechos,Emisiones (CO2eq) proveniente de CH4 (AR5),2022,1809846.6,6.6708465
Mundo,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),1996,1809528.8,6.669657
Mundo,Fermentación entérica,Emisiones (CO2eq) (AR5),1996,1809528.8,6.669657
"China, Continental",Energía,Emisiones (CO2),2001,1808407.8,6.6654634
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2008,1808031.9,6.6640573
Asia meridional,Energía,Emisiones (CO2eq) (AR5),2015,1804090.5,6.649312
Unión Europea (27),Energía,Emisiones (CO2eq) (AR5),2002,1803537.0,6.647241
China,Suelos agrícolas,Emisiones (CO2),2014,1802730.1,6.6442223
Mundo,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),1990,1802651.9,6.6439295
Mundo,Fermentación entérica,Emisiones (CO2eq) (AR5),1990,1802651.9,6.6439295
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1993,1800956.1,6.6375856
Asia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2003,1799770.9,6.6331515
Unión Europea (27),Energía,Emisiones (CO2eq) (AR5),2007,1799071.9,6.630536
Europa occidental,Energía,Emisiones (CO2),1985,1798606.5,6.628795
Mundo,Fermentación entérica,Emisiones (CO2eq) (AR5),2001,1796098.2,6.6194115
Mundo,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2001,1796098.2,6.6194115
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2014,1794638.4,6.61395
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1976,1793384.1,6.609257
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2009,1792949.5,6.607631
Unión Europea (27),Energía,Emisiones (CO2eq) (AR5),1990,1791742.4,6.6031156
Europa occidental,Energía,Emisiones (CO2),1984,1791685.5,6.6029024
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),1986,1791672.0,6.602852
Europa occidental,Energía,Emisiones (CO2),1982,1791213.8,6.6011376
Mundo,Desechos,Emisiones (CO2eq) proveniente de CH4 (AR5),2021,1790682.4,6.5991497
Mundo,Desechos,Emisiones (CO2eq) (AR5),2016,1790666.0,6.5990887
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) proveniente de N2O (AR5),2000,1790525.4,6.5985622
China,Suelos agrícolas,Emisiones (CO2),2012,1790124.5,6.5970626
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),1996,1790099.1,6.5969677
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1992,1788060.5,6.5893407
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1970,1785761.5,6.58074
"China, Continental",Energía,Emisiones (CO2),1984,1785703.4,6.5805225
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),1994,1785041.2,6.5780454
Unión Europea (27),Energía,Emisiones (CO2eq) (AR5),1994,1784564.0,6.5762596
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2022,1784248.4,6.575079
"China, Continental",Energía,Emisiones (CO2),2000,1783484.0,6.5722194
Europa occidental,Energía,Emisiones (CO2),1969,1783447.4,6.5720825
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2000,1782566.2,6.5687857
Mundo,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),1998,1781993.2,6.5666423
Mundo,Fermentación entérica,Emisiones (CO2eq) (AR5),1998,1781993.2,6.5666423
Mundo,Fermentación entérica,Emisiones (CO2eq) (AR5),1999,1780109.0,6.5595927
Mundo,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),1999,1780109.0,6.5595927
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),1995,1779609.2,6.557723
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2021,1778464.0,6.5534387
Europa occidental,Energía,Emisiones (CO2),1986,1775790.6,6.543437
Europa occidental,Energía,Emisiones (CO2),1983,1775676.1,6.543009
China,Suelos agrícolas,Emisiones (CO2),2009,1774418.1,6.5383024
Mundo,Desechos,Emisiones (CO2eq) (AR5),2015,1774230.4,6.5376
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2006,1773433.2,6.534618
Unión Europea (27),Energía,Emisiones (CO2eq) (AR5),1999,1773120.6,6.533448
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2007,1773045.5,6.533167
Asia meridional,Energía,Emisiones (CO2),2017,1772622.1,6.5315833
Países No-Anexo I,Otro,Emisiones (CO2),2015,1772518.0,6.5311937
Unión Europea (27),Energía,Emisiones (CO2eq) (AR5),2000,1771608.4,6.5277905
Unión Europea (27),Energía,Emisiones (CO2),1996,1771506.4,6.527409
Asia,Suelos agrícolas,Emisiones (CO2),1990,1770154.0,6.5223494
Mundo,Desechos,Emisiones (CO2eq) proveniente de CH4 (AR5),2020,1768594.0,6.5165133
Países No-Anexo I,Otro,Emisiones (CO2),2014,1767182.2,6.5112314
Europa occidental,Energía,Emisiones (CO2),1989,1766964.0,6.510415
"China, Continental",Energía,Emisiones (CO2eq) (AR5),1994,1766480.2,6.5086055
Asia oriental,Suelos agrícolas,Emisiones (CO2eq) (AR5),2005,1765767.1,6.5059376
Asia meridional,Energía,Emisiones (CO2eq) (AR5),2014,1764578.6,6.501491
Países No-Anexo I,Otro,Emisiones (CO2),2019,1763895.0,6.4989333
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),1997,1763738.2,6.4983473
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1969,1763003.6,6.495599
Unión Europea (27),Energía,Emisiones (CO2eq) (AR5),2008,1762772.9,6.4947352
Unión Europea (27),Energía,Emisiones (CO2),2003,1760906.9,6.4877543
Europa occidental,Energía,Emisiones (CO2),1987,1760830.2,6.487468
Unión Europea (27),Energía,Emisiones (CO2),2004,1760706.6,6.487005
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2020,1760587.1,6.486558
Mundo,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2016,1760462.1,6.4860907
Mundo,Fermentación entérica,Emisiones (CO2eq) (AR5),2016,1760462.1,6.4860907
Unión Europea (27),Energía,Emisiones (CO2),2006,1759863.1,6.4838495
China,Energía,Emisiones (CO2),1998,1759677.0,6.4831533
China,Energía,Emisiones (CO2eq) (AR5),1993,1759538.0,6.482633
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2007,1759436.9,6.482255
Países No-Anexo I,Energía,Emisiones (CO2),1966,1759204.6,6.481386
"China, Continental",Suelos agrícolas,Emisiones (CO2eq) (AR5),2009,1757443.5,6.4747972
Unión Europea (27),Energía,Emisiones (CO2eq) (AR5),1991,1757182.9,6.473822
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1975,1755766.2,6.4685225
Europa oriental,Energía,Emisiones (CO2),1993,1755473.0,6.4674253
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),1985,1753865.9,6.461413
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2004,1752829.5,6.4575357
Países No-Anexo I,Otro,Emisiones (CO2),2021,1752629.4,6.4567866
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2022,1752015.6,6.4544907
China,Energía,Emisiones (CO2),1995,1751537.4,6.4527016
Países No-Anexo I,Otro,Emisiones (CO2),2022,1751098.9,6.451061
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1984,1750863.4,6.45018
Mundo,Desechos,Emisiones (CO2eq) proveniente de CH4 (AR5),2019,1750785.8,6.4498897
Mundo,Desechos,Emisiones (CO2eq) (AR5),2014,1750653.9,6.449396
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),1999,1750613.4,6.4492445
Unión Europea (27),Energía,Emisiones (CO2),2005,1750558.1,6.449038
Mundo,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2017,1750486.5,6.44877
Mundo,Fermentación entérica,Emisiones (CO2eq) (AR5),2017,1750486.5,6.44877
Mundo,Fermentación entérica,Emisiones (CO2eq) (AR5),2020,1749858.4,6.44642
Mundo,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2020,1749858.4,6.44642
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1968,1748745.5,6.4422565
Países Anexo I,Suelos agrícolas,Emisiones (CO2),1992,1748449.5,6.441149
Asia,Otro,Emisiones (CO2eq) (AR5),1998,1748170.9,6.440107
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2021,1747075.4,6.4360085
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),1984,1744707.6,6.4271502
Unión Europea (27),Energía,Emisiones (CO2eq) (AR5),1992,1744174.8,6.4251566
Asia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),1998,1744115.9,6.4249363
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2006,1743965.1,6.424372
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1985,1742702.1,6.419647
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),1998,1742410.6,6.4185567
China,Suelos agrícolas,Emisiones (CO2eq) (AR5),2008,1742302.4,6.418152
Asia,Otro,Emisiones (CO2eq) (AR5),1999,1739796.2,6.408776
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2005,1739781.8,6.4087214
Unión Europea (27),Energía,Emisiones (CO2),2001,1739617.2,6.4081063
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2017,1738864.9,6.4052916
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2020,1738420.2,6.403628
Europa occidental,Energía,Emisiones (CO2),1988,1738010.2,6.402094
"China, Continental",Energía,Emisiones (CO2),1997,1737777.8,6.401224
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2019,1736807.9,6.397596
Mundo,Fermentación entérica,Emisiones (CO2eq) (AR5),2019,1735795.6,6.393809
Mundo,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2019,1735795.6,6.393809
China,Energía,Emisiones (CO2),1983,1735555.8,6.3929114
Mundo,Desechos,Emisiones (CO2eq) (AR5),2013,1735340.9,6.3921075
Asia meridional,Energía,Emisiones (CO2),2020,1735161.2,6.3914356
"China, Continental",Suelos agrícolas,Emisiones (CO2),2014,1735140.8,6.391359
Unión Europea (27),Energía,Emisiones (CO2),1997,1734871.5,6.3903513
Unión Europea (27),Energía,Emisiones (CO2),1998,1734649.9,6.3895226
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1982,1734533.9,6.3890886
"China, Continental",Energía,Emisiones (CO2),1999,1734189.0,6.3877983
China,Suelos agrícolas,Emisiones (CO2eq) (AR5),2010,1733549.1,6.385404
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2018,1731954.8,6.3794394
Unión Europea (27),Energía,Emisiones (CO2),2002,1731125.0,6.376335
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1986,1730951.4,6.3756857
Unión Europea (27),Energía,Emisiones (CO2),2007,1730424.4,6.373714
Mundo,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),2018,1730257.2,6.373089
Mundo,Fermentación entérica,Emisiones (CO2eq) (AR5),2018,1730257.2,6.373089
Mundo,Desechos,Emisiones (CO2eq) proveniente de CH4 (AR5),2018,1729521.1,6.3703346
Asia,Otro,Emisiones (CO2eq) (AR5),2002,1728690.1,6.367226
Países No-Anexo I,Otro,Emisiones (CO2),2018,1728472.5,6.3664117
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1981,1728217.9,6.365459
Asia,Otro,Emisiones (CO2eq) (AR5),2000,1728031.6,6.3647623
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1974,1728003.6,6.3646574
"China, Continental",Energía,Emisiones (CO2),1996,1726758.6,6.3599997
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2016,1726438.0,6.3588004
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1980,1726033.0,6.357285
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2019,1725650.0,6.355852
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2018,1725322.4,6.3546267
"China, Continental",Suelos agrícolas,Emisiones (CO2),2012,1725319.0,6.354614
Europa oriental,Energía,Emisiones (CO2eq) (AR5),1994,1725155.2,6.3540015
Unión Europea (27),Energía,Emisiones (CO2),1995,1724820.8,6.35275
Unión Europea (27),Energía,Emisiones (CO2),1993,1724244.4,6.3505936
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2015,1723951.8,6.3494987
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1983,1723821.0,6.3490095
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1975,1722151.1,6.3427625
Asia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2000,1720644.5,6.337126
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2017,1720602.1,6.3369675
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2003,1718878.5,6.3305187
Asia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),1999,1717829.6,6.326595
Países No-Anexo I,Otro,Emisiones (CO2),2020,1717677.4,6.3260255
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1976,1717495.4,6.3253446
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1991,1716634.5,6.3221235
Asia,Otro,Emisiones (CO2eq) (AR5),2003,1716386.2,6.321195
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2014,1716174.0,6.3204007
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),1983,1716064.9,6.3199925
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1967,1715521.5,6.31796
Asia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),2001,1713429.2,6.3101325
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2015,1713328.0,6.3097534
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2008,1713075.1,6.3088074
Países Anexo I,Suelos agrícolas,Emisiones (CO2),1993,1712488.2,6.306612
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2020,1711773.8,6.303939
Mundo,Fermentación entérica,Emisiones (CO2eq) (AR5),1991,1711290.8,6.3021317
Mundo,Fermentación entérica,Emisiones (CO2eq) proveniente de CH4 (AR5),1991,1711290.8,6.3021317
Asia,Otro,Emisiones (CO2eq) (AR5),1996,1710237.9,6.298193
Mundo,Desechos,Emisiones (CO2eq) (AR5),2012,1709537.8,6.2955737
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1978,1709413.8,6.2951097
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1987,1708593.5,6.292041
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2016,1708234.4,6.2906976
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1979,1706819.6,6.2854047
Países No-Anexo I,Energía,Emisiones (CO2),1967,1706485.0,6.2841525
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2002,1706406.2,6.2838583
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2012,1706387.4,6.2837873
"China, Continental",Suelos agrícolas,Emisiones (CO2),2009,1705849.6,6.2817755
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2014,1705398.8,6.280089
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2001,1705029.4,6.278707
Europa oriental,Energía,Emisiones (CO2eq) (AR5),1995,1704813.8,6.2779
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2013,1703316.6,6.2722993
Países No-Anexo I,Otro,Emisiones (CO2),2013,1701978.2,6.267292
Mundo,Desechos,Emisiones (CO2eq) proveniente de CH4 (AR5),2017,1701945.4,6.267169
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1977,1701783.2,6.2665625
Países Anexo I,Suelos agrícolas,Emisiones (CO2),2000,1701533.6,6.265629
Asia oriental,Energía,Emisiones (CO2),1970,1700753.6,6.2627106
Asia,Otro,Emisiones (CO2eq) (AR5),1995,1700400.9,6.2613907
Import netos alim en Des,Suelos agrícolas,Emisiones (CO2eq) (AR5),2022,1699198.4,6.256892
Países Anexo I,Suelos agrícolas,Emisiones (CO2),2007,1698990.5,6.2561145
Import netos alim en Des,Suelos agrícolas,Emisiones (CO2eq) (AR5),2021,1698848.1,6.255582
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2011,1697895.2,6.252017
Unión Europea (27),Energía,Emisiones (CO2),2000,1697637.5,6.251053
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2012,1697452.9,6.250362
Asia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),1995,1697327.9,6.249894
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1973,1696252.5,6.245871
Unión Europea (27),Energía,Emisiones (CO2),1999,1695888.0,6.2445073
Unión Europea (27),Energía,Emisiones (CO2),2008,1695055.1,6.2413917
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2013,1694485.0,6.239259
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1990,1693398.8,6.2351947
Mundo,Desechos,Emisiones (CO2eq) (AR5),2011,1692928.2,6.2334347
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2011,1692853.4,6.2331543
Asia,Energía,Emisiones (CO2),1968,1692750.6,6.23277
Unión Europea (27),Energía,Emisiones (CO2),1994,1692614.5,6.2322607
Unión Europea (27),Energía,Emisiones (CO2),1990,1691670.2,6.2287283
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1988,1691425.1,6.227811
Países Anexo I,Suelos agrícolas,Emisiones (CO2),2005,1688127.9,6.2154756
Países Anexo I,Suelos agrícolas,Emisiones (CO2),2004,1687132.9,6.211753
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2010,1686866.0,6.2107544
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1989,1686844.8,6.2106752
Asia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),1996,1686548.0,6.2095647
Unión Europea (27),Energía,Emisiones (CO2eq) (AR5),2010,1685965.9,6.207387
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1974,1685476.2,6.2055554
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1966,1684978.9,6.2036943
Países No-Anexo I,Otro,Emisiones (CO2),2017,1683554.5,6.1983657
China,Suelos agrícolas,Emisiones (CO2),2008,1682189.2,6.1932583
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2018,1679682.4,6.1838794
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2008,1679489.4,6.1831574
Países Anexo I,Suelos agrícolas,Emisiones (CO2),2006,1679192.6,6.1820474
"China, Continental",Suelos agrícolas,Emisiones (CO2eq) (AR5),2008,1678860.5,6.1808047
China,Energía,Emisiones (CO2eq) (AR5),1992,1678514.6,6.1795106
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2009,1678375.9,6.1789913
Asia meridional,Energía,Emisiones (CO2),2016,1678270.0,6.1785955
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1972,1677554.8,6.1759195
Europa occidental,Energía,Emisiones (CO2),1968,1677223.0,6.1746783
Mundo,Desechos,Emisiones (CO2eq) proveniente de CH4 (AR5),2016,1677122.0,6.1743007
"China, Continental",Suelos agrícolas,Emisiones (CO2eq) (AR5),2010,1676815.1,6.1731524
Import netos alim en Des,Suelos agrícolas,Emisiones (CO2eq) (AR5),2019,1676336.5,6.171362
Países No-Anexo I,Otro,Emisiones (CO2),2016,1675948.2,6.1699095
Países Anexo I,Suelos agrícolas,Emisiones (CO2),1996,1675324.2,6.167575
Import netos alim en Des,Suelos agrícolas,Emisiones (CO2eq) (AR5),2020,1674384.6,6.1640596
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1989,1672798.6,6.158126
Asia oriental,Suelos agrícolas,Emisiones (CO2),2005,1672288.5,6.1562176
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2009,1670228.0,6.148509
"China, Continental",Energía,Emisiones (CO2eq) (AR5),1993,1670002.5,6.1476655
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2010,1668832.9,6.1432896
Import netos alim en Des,Suelos agrícolas,Emisiones (CO2eq) (AR5),2017,1666160.2,6.133291
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),1982,1664677.9,6.127745
Mundo,Desechos,Emisiones (CO2eq) (AR5),2010,1663834.0,6.124588
Mundo,Desechos,Emisiones (CO2eq) proveniente de CH4 (AR5),2015,1662437.5,6.1193633
Europa oriental,Energía,Emisiones (CO2eq) (AR5),1996,1661650.8,6.11642
Unión Europea (27),Energía,Emisiones (CO2),1991,1661410.8,6.115522
Asia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),1994,1659885.0,6.109814
Países Anexo I,Suelos agrícolas,Emisiones (CO2),1995,1659318.0,6.1076927
"China, Continental",Energía,Emisiones (CO2),1995,1658280.0,6.1038094
Países Anexo I,Suelos agrícolas,Emisiones (CO2),1994,1657168.1,6.09965
China,Suelos agrícolas,Emisiones (CO2eq) (AR5),2007,1656760.4,6.098124
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2007,1656240.6,6.09618
Import netos alim en Des,Suelos agrícolas,Emisiones (CO2eq) (AR5),2018,1655487.6,6.093363
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2008,1654255.4,6.0887527
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2006,1653601.8,6.086307
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),1981,1653504.6,6.0859437
Europa,Suelos agrícolas,Emisiones (CO2),1990,1652448.9,6.081994
Países Anexo I,Suelos agrícolas,Emisiones (CO2),1997,1651282.6,6.077631
China,Suelos agrícolas,Emisiones (CO2),2010,1650973.1,6.076473
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2017,1650483.9,6.0746427
Países Anexo I,Suelos agrícolas,Emisiones (CO2),1999,1650433.6,6.074455
Import netos alim en Des,Suelos agrícolas,Emisiones (CO2eq) (AR5),2016,1650142.5,6.0733657
Unión Europea (27),Energía,Emisiones (CO2),1992,1649813.1,6.0721335
Import netos alim en Des,Suelos agrícolas,Emisiones (CO2eq) (AR5),2015,1649751.4,6.0719023
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1997,1649170.2,6.0697284
Mundo,Otro,Emisiones (CO2eq) proveniente de CH4 (AR5),2007,1648273.0,6.0663714
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) (AR5),1971,1648010.8,6.06539
Países No-Anexo I,Otro,Emisiones (CO2),2012,1647584.4,6.063795
Países Anexo I,Suelos agrícolas,Emisiones (CO2),2003,1647174.0,6.06226
"China, Continental",Energía,Emisiones (CO2),1998,1647004.9,6.0616274
Países Anexo I,Suelos agrícolas,Emisiones (CO2eq) (AR5),2019,1646442.1,6.0595217
Países Anexo I,IPCC Agricultura,Emisiones (CO2eq) (AR5),1973,1646061.5,6.058098
China,Energía,Emisiones (CO2),1982,1645093.4,6.054476
Países Anexo I,Suelos agrícolas,Emisiones (CO2),2008,1644998.6,6.0541215
Países No-Anexo I,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),1965,1643826.5,6.0497365
Asia,IPCC Agricultura,Emisiones (CO2eq) proveniente de CH4 (AR5),2006,1643422.9,6.0482264
Mundo,Desechos,Emisiones (CO2eq) (AR5),2009,1643009.4,6.0466795
China,Energía,Emisiones (CO2eq) (AR5),1991,1643000.6,6.0466466
Asia,Suelos agrícolas,Emisiones (CO2eq) proveniente de CH4 (AR5),1993,1641453.6,6.040859
Mundo,Desechos,Emisiones (CO2eq) proveniente de CH4 (AR5),2014,1640906.8,6.038813
Países Anexo I,Suelos agrícolas,Emisiones (CO2),2020,1639796.0,6.0346575
Unión Europea (27),Energía,Emisiones (CO2eq) (AR5),2011,1639664.4,6.034165
"China, Continental",Energía,Emisiones (CO2),1983,1638721.8,6.0306387
Unión Europea (27),Energía,Emisiones (CO2eq) (AR5),2009,1636199.6,6.021203
Europa,Suelos agrícolas,Emisiones (CO2eq) (AR5),1992,1635950.4,6.0202703
Países No-Anexo I,Emissiones derivadas del sector ganadero,Emisiones (CO2eq) proveniente de CH4 (AR5),1988,1635785.5,6.0196533
Asia,IPCC Agricultura,Emisiones (CO2eq) (AR5),1980,1635292.1,6.017808
Europa oriental,Energía,Emisiones (CO2eq) (AR5),2018,1634701.6,6.015599
Asia,Otro,Emisiones (CO2eq) (AR5),1994,1634244.2,6.0138874
Import netos alim en Des,Suelos agrícolas,Emisiones (CO2eq) (AR5),2014,1633930.8,6.0127144
Asia oriental,Suelos agrícolas,Emisiones (CO2eq) (AR5),2004,1633228.8,6.0100884
Mundo,Desechos,Emisiones (CO2eq) (AR5),2008,1633208.2,6.0100117
